person,gesture,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,f126,f127,f128,f129,f130,f131,f132,f133,f134,f135,f136,f137,f138,f139,f140,f141,f142,f143,f144,f145,f146,f147,f148,f149,f150,f151,f152,f153,f154,f155,f156,f157,f158,f159,f160,f161,f162,f163,f164,f165,f166,f167,f168,f169,f170,f171,f172,f173,f174,f175,f176,f177,f178,f179,f180,f181,f182,f183,f184,f185,f186,f187,f188,f189,f190,f191,f192,f193,f194,f195,f196,f197,f198,f199,f200,f201,f202,f203,f204,f205,f206,f207,f208,f209,f210,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15
ASUS,4,0.084978,0.239776,0.357519,0.426814,0.432511,0.57554,0.509012,0.424209,0.488611,0.722651,0.87207,1,0.496991,0.712408,0.853637,0.975965,0.469557,0.640855,0.748415,0.843841,0.14085,0.258363,0.337951,0.374426,0.510707,0.433105,0.339723,0.442227,0.674718,0.823844,0.952579,0.462253,0.674519,0.815038,0.936999,0.446808,0.611989,0.718058,0.812656,0.092382,0.173778,0.244637,0.365279,0.278052,0.178953,0.323733,0.544375,0.690245,0.818167,0.358859,0.556562,0.692793,0.812304,0.362291,0.508183,0.60848,0.699605,0.07323,0.202257,0.28854,0.19121,0.089474,0.285069,0.479017,0.617791,0.742918,0.333157,0.504083,0.632133,0.747029,0.35458,0.471949,0.562649,0.647891,0.132762,0.191988,0.093123,0,0.20995,0.384287,0.520411,0.644783,0.264189,0.414304,0.538064,0.651101,0.29755,0.391143,0.475306,0.557145,0.119069,0.089652,0.106988,0.0573,0.276224,0.424422,0.553097,0.106761,0.286345,0.422577,0.542709,0.140031,0.244863,0.340201,0.429811,0.074018,0.173291,0.10251,0.167341,0.303576,0.429595,0.149647,0.20595,0.321286,0.433338,0.20812,0.208564,0.270787,0.344668,0.076885,0.13287,0.267112,0.401525,0.526014,0.190835,0.30241,0.421062,0.5327,0.23965,0.291744,0.365769,0.443226,0.184496,0.364214,0.502572,0.627943,0.238483,0.391945,0.517655,0.631923,0.27189,0.366631,0.452245,0.535225,0.2085,0.358076,0.48646,0.032282,0.208365,0.347581,0.469195,0.083992,0.161843,0.259034,0.350383,0.12381,0.252343,0.207401,0.045419,0.128175,0.242951,0.254388,0.119743,0.104723,0.156113,0.102961,0.353827,0.148623,0.057255,0.11174,0.395962,0.237153,0.155801,0.117999,0.479862,0.268416,0.137476,0.058825,0.518947,0.353348,0.256864,0.181677,0.189643,0.330892,0.453251,0.03369,0.125038,0.230057,0.324682,0.115509,0.237891,0.224902,0.063353,0.040387,0.118242,0.096608,0.363697,0.193809,0.093664,0.034974,0.484941,0.313771,0.208781,0.119484,0.146227,0.253676,0.349003,0.081798,0.177218,0.06965,0,0.130711,0.007532,0.002548,0.956673,0.278664,0.996288,0.991756,0.981154,0.80669,0.942022,0.983451,1,0.966925,1
ASUS,4,0.094077,0.243562,0.347231,0.434502,0.449882,0.588609,0.532743,0.452228,0.493822,0.726725,0.871973,0.987502,0.487146,0.714602,0.868619,1,0.439374,0.61983,0.744051,0.85429,0.109949,0.212232,0.303554,0.3515,0.480614,0.414508,0.326869,0.404124,0.633746,0.776988,0.89208,0.406886,0.631306,0.784667,0.916036,0.369324,0.545037,0.667793,0.777702,0.06096,0.150882,0.235871,0.346918,0.271171,0.17794,0.296356,0.512991,0.651633,0.764981,0.311285,0.52141,0.670697,0.800161,0.290711,0.448106,0.564833,0.671785,0.057134,0.207635,0.285625,0.198102,0.098418,0.270809,0.461882,0.592505,0.702442,0.297133,0.481645,0.623274,0.748905,0.294396,0.423954,0.530683,0.632274,0.156861,0.198115,0.105419,0.009723,0.215475,0.377303,0.501517,0.609084,0.25037,0.404856,0.5391,0.661418,0.264887,0.361325,0.457194,0.553362,0.101812,0.092308,0.110324,0.020254,0.239331,0.382663,0.497951,0.050573,0.242647,0.393272,0.523801,0.07388,0.173944,0.28646,0.392924,0.051625,0.147028,0.09102,0.136373,0.264221,0.375839,0.129894,0.170732,0.298051,0.420954,0.185059,0.159747,0.226281,0.314804,0.056787,0.122093,0.230684,0.353218,0.461707,0.164896,0.264116,0.392048,0.513167,0.205443,0.238951,0.318828,0.409385,0.166061,0.325736,0.452403,0.56144,0.202912,0.352234,0.487585,0.610915,0.223151,0.309455,0.404482,0.500985,0.189914,0.335188,0.4507,0,0.184704,0.337578,0.468922,0.051051,0.110812,0.225591,0.333519,0.102414,0.217839,0.201736,0.023705,0.118859,0.244789,0.258407,0.106552,0.074027,0.138436,0.072557,0.346491,0.132734,0.049284,0.123347,0.402045,0.236363,0.141527,0.105974,0.461206,0.241696,0.109668,0.068175,0.515939,0.345622,0.237437,0.161311,0.184518,0.338621,0.470136,0.016824,0.095738,0.217932,0.327992,0.111138,0.24271,0.234898,0.061063,0.013811,0.107981,0.088607,0.387881,0.209259,0.090256,0.015238,0.518696,0.339083,0.216641,0.112016,0.137472,0.261686,0.371944,0.081241,0.191569,0.067386,0.015402,0.110607,0.01685,0,0.926183,0.349894,0.984051,0.993819,0.994383,0.901134,0.894403,1,0.993202,0.998151,1
ASUS,4,0.218374,0.360639,0.475754,0.5545,0.466911,0.657161,0.627025,0.572584,0.433364,0.718289,0.876188,1,0.36412,0.672476,0.830665,0.9545,0.325229,0.508089,0.62573,0.74367,0.116789,0.23169,0.31152,0.245064,0.417984,0.383253,0.328774,0.216157,0.48304,0.637655,0.760409,0.142524,0.440181,0.596499,0.720658,0.086064,0.269914,0.388933,0.508743,0.091148,0.174177,0.136586,0.278508,0.240717,0.18876,0.120915,0.346565,0.497761,0.619603,0.068883,0.307027,0.460052,0.583817,0.021111,0.133829,0.252046,0.372317,0.058779,0.137062,0.183716,0.129379,0.071858,0.146583,0.257354,0.396729,0.515132,0.144122,0.227561,0.367805,0.48891,0.134293,0.073124,0.166952,0.282322,0.197058,0.154664,0.076498,0.001413,0.215452,0.228307,0.345774,0.457382,0.225854,0.212986,0.329032,0.443688,0.21847,0.114233,0.153935,0.250515,0.183248,0.194833,0.191366,0.00929,0.231312,0.392293,0.516871,0.078367,0.182603,0.340688,0.463509,0.13821,0.0604,0.146201,0.255684,0.0592,0.12832,0.217546,0.04902,0.193912,0.317125,0.272859,0.039103,0.158477,0.280759,0.307055,0.123315,0.012569,0.073181,0.049331,0.224214,0.128943,0.24568,0.361129,0.261595,0.1231,0.226781,0.342174,0.277866,0.112853,0.073233,0.149745,0.213118,0.201561,0.319145,0.431704,0.231447,0.187827,0.30186,0.416737,0.23124,0.105901,0.129804,0.223553,0.266354,0.427343,0.551919,0.047888,0.217537,0.375495,0.498107,0.113786,0.086368,0.18082,0.290688,0.135341,0.259836,0.329471,0.025171,0.087814,0.211891,0.37129,0.187683,0.068765,0,0.09886,0.489078,0.185364,0.04365,0.076295,0.526641,0.342596,0.224853,0.11192,0.613554,0.309496,0.157347,0.070249,0.649853,0.466165,0.349122,0.235972,0.282774,0.441115,0.564754,0.045277,0.126662,0.238823,0.354595,0.132629,0.256264,0.328402,0.147501,0.035373,0.047765,0.098412,0.484711,0.301254,0.182308,0.06206,0.608877,0.425309,0.306276,0.186165,0.158434,0.277311,0.396977,0.093317,0.213434,0.094522,0.003124,0.059525,0.019294,0,0.928729,0.48041,0.994747,1,0.985666,0.984047,0.845303,0.917739,0.995038,0.961621,1
ASUS,4,0.159396,0.390719,0.57668,0.666679,0.448573,0.704664,0.71436,0.700009,0.398714,0.718181,0.872634,1,0.336222,0.65172,0.825663,0.971735,0.293282,0.491207,0.598274,0.704648,0.226478,0.418868,0.515187,0.280553,0.544559,0.560468,0.550625,0.235104,0.561215,0.718751,0.847817,0.191099,0.499958,0.673676,0.819517,0.199133,0.359491,0.458486,0.560336,0.186512,0.288804,0.061311,0.309222,0.330307,0.326197,0,0.32801,0.487141,0.616959,0.086662,0.273603,0.444217,0.588775,0.200715,0.187674,0.254274,0.342814,0.096737,0.16329,0.119366,0.134367,0.135061,0.177106,0.132739,0.291142,0.42088,0.233875,0.082351,0.248237,0.392678,0.322361,0.151536,0.113382,0.159882,0.269618,0.078633,0.041266,0.028718,0.279228,0.059772,0.1967,0.323854,0.320857,0.005665,0.149435,0.29556,0.391185,0.189752,0.090083,0.058831,0.270765,0.303734,0.307944,0.058994,0.295564,0.4548,0.584418,0.156767,0.255224,0.415982,0.556672,0.270861,0.220834,0.259799,0.33148,0.055319,0.09149,0.300248,0.0278,0.175845,0.3046,0.362839,0.082686,0.142997,0.277151,0.448706,0.260431,0.174125,0.130597,0.030773,0.320847,0.02034,0.148858,0.277786,0.368666,0.054655,0.104302,0.249501,0.441697,0.240575,0.1384,0.068126,0.316603,0.060038,0.166325,0.290673,0.35453,0.043401,0.117132,0.262496,0.419467,0.214243,0.106699,0.029561,0.318737,0.477786,0.607581,0.088185,0.264023,0.434754,0.579388,0.20226,0.180073,0.244986,0.333217,0.150093,0.28003,0.373586,0.069429,0.111675,0.252038,0.452513,0.256017,0.159462,0.098019,0.120342,0.526836,0.211466,0.04083,0.092346,0.595394,0.389776,0.280484,0.175355,0.654243,0.338928,0.164814,0.0187,0.717631,0.510377,0.399896,0.291702,0.305889,0.479867,0.625966,0.104518,0.160344,0.257979,0.361341,0.164507,0.310628,0.377443,0.177534,0.082186,0.070005,0.136517,0.546,0.339886,0.230292,0.124935,0.689813,0.482667,0.372228,0.264159,0.197923,0.308373,0.416714,0.100902,0.209235,0.098736,0.008197,0.004461,0,0.02237,0.91614,0.638602,0.965165,0.984473,0.9872,0.901091,0.831351,0.900652,1,0.87421,1
ASUS,4,0.16493,0.361259,0.520148,0.56114,0.422362,0.67996,0.636788,0.548052,0.380577,0.708536,0.871055,1,0.333876,0.621473,0.78306,0.914163,0.289101,0.497529,0.612677,0.714293,0.185408,0.353639,0.404919,0.247927,0.514589,0.476432,0.390012,0.22136,0.553043,0.718257,0.847987,0.206123,0.478219,0.637952,0.767309,0.213176,0.377589,0.484268,0.580861,0.15594,0.217384,0.045587,0.315277,0.28181,0.200923,0.059597,0.361485,0.526584,0.655708,0.129123,0.303233,0.454857,0.580209,0.214314,0.247659,0.328433,0.412665,0.057039,0.096312,0.143941,0.109167,0.040642,0.123719,0.189716,0.354108,0.482933,0.197279,0.151445,0.287549,0.409354,0.290479,0.176826,0.199632,0.260684,0.163261,0.111919,0.060729,0,0.166707,0.131291,0.296292,0.426023,0.218081,0.077359,0.220424,0.346811,0.301183,0.136794,0.129412,0.186863,0.25355,0.222481,0.146307,0.060953,0.303055,0.467385,0.596003,0.150022,0.253824,0.399508,0.522605,0.244581,0.223989,0.287761,0.364305,0.037589,0.120109,0.282362,0.062752,0.204862,0.32965,0.344654,0.127572,0.166296,0.266716,0.429978,0.254094,0.196241,0.189616,0.071907,0.240045,0.06415,0.227893,0.356851,0.295789,0.080333,0.166632,0.283843,0.378436,0.199515,0.149221,0.163771,0.152232,0.145992,0.311337,0.441036,0.207697,0.093948,0.236959,0.362731,0.293287,0.139997,0.143397,0.203748,0.315015,0.479998,0.609725,0.072574,0.242255,0.400221,0.529054,0.168284,0.171581,0.258752,0.348716,0.148411,0.278041,0.361563,0.090889,0.088722,0.202717,0.436677,0.23688,0.149529,0.115179,0.112682,0.521528,0.235955,0.084382,0.049456,0.589669,0.378545,0.268643,0.177414,0.64987,0.362853,0.203632,0.077482,0.715155,0.501621,0.387992,0.289187,0.270629,0.432164,0.563291,0.079308,0.154806,0.265208,0.365181,0.144574,0.275641,0.336802,0.129933,0.052035,0.093473,0.114103,0.494648,0.280974,0.168439,0.076558,0.624903,0.410275,0.295463,0.195376,0.198397,0.314746,0.417287,0.099344,0.201884,0.085495,0,0.025724,0.006982,0.022034,0.90689,0.278646,0.980269,0.997007,0.999343,0.894488,0.882607,0.941384,1,0.902412,1
ASUS,4,0.169875,0.335564,0.464717,0.520489,0.417924,0.649028,0.613634,0.524833,0.399688,0.717844,0.876021,1,0.367789,0.651324,0.800106,0.915481,0.322997,0.538541,0.65024,0.742975,0.150002,0.288665,0.355109,0.234835,0.473957,0.442755,0.35537,0.232621,0.553701,0.71417,0.839192,0.229468,0.498304,0.646373,0.761489,0.229751,0.405577,0.510308,0.599552,0.123355,0.198544,0.064713,0.306216,0.278262,0.194382,0.086742,0.392694,0.552978,0.677757,0.135909,0.348433,0.492217,0.605522,0.199923,0.283355,0.373022,0.455495,0.060878,0.044295,0.164972,0.13455,0.052011,0.051825,0.248954,0.409138,0.533902,0.128684,0.210844,0.350384,0.462648,0.222246,0.179984,0.245535,0.320063,0.12522,0.116623,0.07525,0,0.102242,0.178368,0.338627,0.463622,0.146247,0.130264,0.273381,0.387375,0.233272,0.114617,0.164807,0.239029,0.221654,0.195838,0.11669,0.053521,0.311691,0.471161,0.595532,0.135215,0.275587,0.414691,0.526328,0.222519,0.234179,0.30852,0.384692,0.024038,0.106319,0.229482,0.087317,0.235234,0.357227,0.283272,0.115909,0.19899,0.298671,0.36979,0.205398,0.179421,0.204966,0.068303,0.193484,0.096149,0.254826,0.379256,0.241735,0.09178,0.204083,0.311895,0.326666,0.162909,0.151209,0.19379,0.104714,0.178386,0.338959,0.463956,0.157679,0.139198,0.277988,0.390702,0.247074,0.134741,0.178864,0.248739,0.301105,0.461339,0.586311,0.063208,0.24681,0.393815,0.508649,0.154624,0.176624,0.266821,0.351543,0.140085,0.265107,0.334255,0.069261,0.091194,0.195303,0.408198,0.201973,0.123751,0.109105,0.104534,0.489576,0.207727,0.072696,0.054963,0.556704,0.338053,0.232469,0.153414,0.612711,0.32935,0.183795,0.078774,0.676665,0.455428,0.345478,0.256984,0.263256,0.411857,0.527195,0.073106,0.156223,0.264448,0.356201,0.128527,0.244073,0.328585,0.114035,0.043745,0.089102,0.095047,0.47271,0.251136,0.141863,0.060436,0.585959,0.363456,0.251669,0.160607,0.202183,0.314736,0.407727,0.092163,0.185267,0.072616,0,0.029402,0.005373,0.009291,0.897344,0.274669,0.990494,0.986418,0.99925,0.909733,0.893497,0.95326,1,0.910398,1
ASUS,4,0.174349,0.331,0.450809,0.49701,0.42284,0.643848,0.612202,0.526022,0.410362,0.719717,0.878533,1,0.379446,0.65755,0.804728,0.919295,0.329585,0.541776,0.652404,0.744609,0.126456,0.256174,0.314158,0.220798,0.449285,0.422484,0.338342,0.224417,0.536203,0.697434,0.819911,0.22232,0.486139,0.632754,0.74697,0.219006,0.392059,0.495467,0.583719,0.100251,0.167664,0.059869,0.290172,0.266496,0.185904,0.082796,0.382805,0.543948,0.666206,0.125664,0.34298,0.485975,0.598526,0.183416,0.274756,0.364566,0.446401,0.039981,0.016949,0.159003,0.132015,0.051451,0.016483,0.247839,0.409039,0.531361,0.09708,0.211697,0.352032,0.463943,0.191864,0.171202,0.241908,0.317402,0.091658,0.121137,0.082923,0,0.055012,0.188678,0.349247,0.471607,0.098166,0.140596,0.284867,0.398522,0.190385,0.102784,0.167243,0.244617,0.196286,0.175262,0.100534,0.038388,0.292738,0.453066,0.574891,0.118824,0.262025,0.400111,0.5108,0.20634,0.220465,0.293579,0.368248,0.009315,0.087398,0.199739,0.077148,0.227679,0.347395,0.25399,0.105027,0.194277,0.293871,0.344619,0.190528,0.17015,0.197244,0.051522,0.167147,0.083018,0.243114,0.365129,0.214612,0.079628,0.194933,0.302279,0.303314,0.147566,0.139316,0.181913,0.081114,0.163234,0.324567,0.447038,0.132468,0.126994,0.265851,0.377921,0.225107,0.119322,0.164527,0.233697,0.277738,0.438681,0.561108,0.04848,0.2287,0.374223,0.488117,0.141558,0.159545,0.24712,0.33019,0.126615,0.249076,0.310489,0.054343,0.082448,0.184923,0.388786,0.189584,0.114942,0.100336,0.087751,0.466207,0.190387,0.059597,0.045383,0.53756,0.324654,0.221276,0.143251,0.586821,0.309213,0.166224,0.064272,0.655064,0.439235,0.331127,0.243452,0.243505,0.390556,0.505125,0.061225,0.135252,0.241685,0.332538,0.112785,0.227513,0.312465,0.103345,0.032781,0.072411,0.079999,0.454914,0.238372,0.13057,0.04894,0.567489,0.349896,0.239481,0.148765,0.183174,0.294542,0.387156,0.076724,0.169388,0.057935,0,0.025557,0.007421,0.009845,0.889309,0.310513,0.984571,0.980894,0.997134,0.909881,0.894974,0.952855,1,0.918447,1
ASUS,4,0.1416,0.281865,0.389214,0.471573,0.469935,0.588852,0.546989,0.479589,0.499561,0.71892,0.876243,1,0.473427,0.674466,0.81484,0.929261,0.405819,0.550682,0.65496,0.744318,0.121614,0.228259,0.311171,0.336568,0.443783,0.392434,0.320035,0.372516,0.589321,0.74425,0.867303,0.353574,0.556555,0.697205,0.812211,0.2925,0.44125,0.546356,0.636621,0.088299,0.170126,0.22795,0.315526,0.254674,0.178843,0.269673,0.47472,0.624743,0.745941,0.261722,0.455371,0.592594,0.706179,0.217212,0.355184,0.455637,0.543655,0.064549,0.197028,0.243804,0.165461,0.076863,0.240658,0.416519,0.556619,0.673823,0.24737,0.414411,0.543072,0.652708,0.228345,0.337337,0.426399,0.508418,0.182286,0.184914,0.0946,0,0.221517,0.361877,0.491834,0.605203,0.239836,0.373802,0.492404,0.597488,0.243042,0.319348,0.394847,0.469606,0.11286,0.133523,0.16666,0.024251,0.23315,0.388726,0.512205,0.038843,0.20785,0.345532,0.459713,0.07382,0.121137,0.211927,0.297634,0.075176,0.165333,0.111547,0.157388,0.293427,0.412236,0.149372,0.17973,0.288402,0.393094,0.204837,0.175112,0.212936,0.274402,0.075639,0.157576,0.2509,0.377631,0.491565,0.188654,0.272839,0.382511,0.485073,0.221569,0.245425,0.301816,0.368196,0.204816,0.342285,0.472795,0.586651,0.224683,0.35453,0.472801,0.57794,0.231779,0.302243,0.37616,0.450359,0.199814,0.357084,0.480841,0.018448,0.166665,0.305997,0.420734,0.082268,0.078693,0.16827,0.254701,0.137976,0.261651,0.227487,0.06379,0.112333,0.2168,0.296434,0.173525,0.116531,0.124245,0.104154,0.385023,0.199899,0.105774,0.119875,0.453928,0.324793,0.242739,0.191686,0.508568,0.318819,0.199407,0.135474,0.577404,0.445496,0.356889,0.291028,0.183731,0.324662,0.439707,0.049406,0.074018,0.175485,0.264992,0.121357,0.236383,0.249306,0.107762,0.033295,0.076259,0.095449,0.390069,0.245408,0.145515,0.072042,0.504891,0.359189,0.256697,0.172216,0.129255,0.234547,0.324867,0.085749,0.176055,0.070716,0,0.130992,0.033872,0.007686,0.942728,0.458482,0.981918,1,0.994197,0.956929,0.842144,0.999681,0.950586,0.921078,1
ASUS,4,0.065546,0.208188,0.311262,0.386987,0.43936,0.56522,0.500907,0.4176,0.486542,0.713404,0.865949,1,0.469211,0.68059,0.819052,0.946523,0.402219,0.558801,0.666247,0.767034,0.085697,0.188216,0.269028,0.35456,0.47178,0.397602,0.307063,0.414222,0.63835,0.789942,0.923887,0.410025,0.620218,0.759009,0.886346,0.359096,0.515249,0.623437,0.724394,0.041255,0.122212,0.241171,0.343642,0.26105,0.165399,0.312841,0.525862,0.673911,0.806251,0.32525,0.524306,0.660118,0.785204,0.299098,0.44305,0.547429,0.645476,0.027511,0.198137,0.275062,0.183621,0.083902,0.277587,0.469974,0.611728,0.740982,0.305812,0.48492,0.614797,0.735897,0.303754,0.428137,0.525328,0.618307,0.139688,0.193249,0.098751,0.001715,0.220089,0.392687,0.529964,0.657306,0.259813,0.418046,0.542463,0.660345,0.278308,0.380859,0.470195,0.55806,0.06956,0.055084,0.08294,0.018806,0.223827,0.374128,0.507782,0.062725,0.225532,0.358414,0.482525,0.10999,0.180526,0.268971,0.359118,0.034115,0.130554,0.075544,0.140102,0.275121,0.404151,0.136781,0.18683,0.295206,0.407868,0.214704,0.215344,0.267852,0.336181,0.037855,0.11158,0.235911,0.369605,0.496718,0.169582,0.274917,0.389879,0.503787,0.226776,0.274335,0.344736,0.42191,0.161794,0.329204,0.467529,0.595798,0.206528,0.355404,0.478955,0.596794,0.236538,0.325314,0.410866,0.496824,0.165018,0.317578,0.451697,0,0.149626,0.285987,0.412187,0.079262,0.103454,0.188331,0.278932,0.090695,0.224842,0.191506,0.039981,0.096197,0.206097,0.276053,0.170547,0.146981,0.170785,0.072329,0.341379,0.150367,0.072878,0.101483,0.42325,0.29821,0.235624,0.202763,0.473852,0.274376,0.160424,0.093217,0.553972,0.420915,0.343717,0.284847,0.149957,0.288892,0.416542,0.026034,0.060561,0.160594,0.258459,0.077143,0.204774,0.221791,0.086018,0.045221,0.087982,0.065785,0.357915,0.210446,0.122657,0.069253,0.484568,0.334036,0.237262,0.155277,0.095585,0.203859,0.305055,0.046488,0.147671,0.039332,0,0.10317,0.006827,0.004499,0.954712,0.304282,1,0.987456,0.984938,0.875425,0.89273,0.995972,0.975986,0.961052,1
ASUS,4,0.080727,0.208936,0.313159,0.348223,0.444417,0.547552,0.453928,0.354126,0.504715,0.71844,0.867065,1,0.501725,0.711898,0.84804,0.980261,0.447508,0.598327,0.703453,0.807463,0.113053,0.218862,0.267505,0.399667,0.494459,0.389059,0.278782,0.474587,0.686034,0.834176,0.967629,0.48548,0.694702,0.831098,0.963163,0.4468,0.598887,0.705429,0.809735,0.079687,0.134567,0.299202,0.380599,0.266743,0.150609,0.387313,0.588998,0.734026,0.866399,0.414516,0.614479,0.748224,0.878109,0.39802,0.543246,0.647833,0.749834,0.05483,0.251562,0.311378,0.192165,0.079787,0.347936,0.53191,0.671244,0.801045,0.389781,0.573122,0.701633,0.827696,0.39447,0.526398,0.626005,0.723698,0.172524,0.230993,0.112255,0,0.269787,0.450887,0.590554,0.720736,0.315715,0.493421,0.621049,0.746771,0.329579,0.4537,0.550906,0.646936,0.082294,0.072007,0.146456,0.071511,0.263825,0.410169,0.54328,0.126183,0.295456,0.425642,0.553951,0.169771,0.263799,0.355462,0.449155,0.093171,0.20832,0.101681,0.199239,0.333866,0.463552,0.170326,0.263702,0.377389,0.49692,0.242402,0.286951,0.356969,0.435893,0.090944,0.161551,0.316563,0.453229,0.58269,0.222766,0.369825,0.491431,0.614003,0.266664,0.358531,0.445062,0.533896,0.243634,0.426432,0.567086,0.697783,0.289689,0.467578,0.595661,0.721806,0.305124,0.427773,0.524756,0.620743,0.187572,0.336278,0.469468,0.042783,0.201321,0.334815,0.465383,0.117711,0.171407,0.258517,0.35145,0.12254,0.255882,0.20394,0.08041,0.155123,0.271515,0.284684,0.208468,0.210871,0.250669,0.107281,0.347809,0.164523,0.1079,0.160618,0.423723,0.318365,0.275576,0.261249,0.477931,0.281477,0.174072,0.121722,0.550546,0.43236,0.368899,0.321867,0.184352,0.320879,0.453242,0.059891,0.112328,0.210164,0.309876,0.11039,0.242734,0.246609,0.127674,0.105058,0.151087,0.106169,0.379478,0.24389,0.169359,0.130047,0.510455,0.369971,0.282078,0.206546,0.126133,0.232585,0.336988,0.08035,0.184693,0.078231,0,0.151476,0.025151,0.03369,0.991569,0.268375,0.999316,0.995385,0.989867,0.808774,0.893071,1,0.984549,0.954582,1
ASUS,4,0.078126,0.197832,0.294024,0.33162,0.438148,0.529388,0.423004,0.320271,0.501492,0.712985,0.859182,1,0.504144,0.715253,0.85184,0.985833,0.451295,0.604898,0.714132,0.821987,0.104158,0.202298,0.255298,0.401792,0.483632,0.364421,0.25008,0.480611,0.68926,0.834725,0.975519,0.49776,0.707606,0.843639,0.976706,0.460783,0.616119,0.72637,0.834089,0.071252,0.131681,0.312526,0.380689,0.253045,0.133005,0.40476,0.603545,0.745759,0.884881,0.437977,0.638975,0.771679,0.901869,0.422371,0.572312,0.680424,0.785559,0.05894,0.270392,0.319383,0.187947,0.07537,0.370893,0.553803,0.690722,0.826884,0.417478,0.604151,0.731607,0.857727,0.42098,0.560477,0.664097,0.765173,0.187045,0.233749,0.102342,0,0.288844,0.468036,0.604917,0.74134,0.33995,0.520534,0.646715,0.772219,0.353199,0.485219,0.58618,0.685295,0.072135,0.079278,0.168136,0.075699,0.264253,0.407777,0.547975,0.136389,0.306852,0.435264,0.563539,0.180752,0.282835,0.377203,0.473173,0.104513,0.223156,0.105281,0.212457,0.344686,0.480674,0.178653,0.28578,0.398552,0.51783,0.249037,0.310576,0.386436,0.469277,0.093451,0.179173,0.340793,0.475945,0.612079,0.242593,0.40124,0.522824,0.645917,0.280874,0.388943,0.481544,0.574884,0.268694,0.453594,0.592528,0.730118,0.317153,0.501868,0.629748,0.756583,0.327617,0.461655,0.56371,0.663825,0.184568,0.330785,0.47168,0.046527,0.207798,0.340113,0.471305,0.1221,0.185879,0.275457,0.370548,0.119318,0.260291,0.198999,0.087032,0.16234,0.278522,0.282652,0.217614,0.226683,0.271068,0.114088,0.339641,0.161118,0.110025,0.166332,0.418141,0.320475,0.28302,0.275007,0.477475,0.283448,0.176806,0.122967,0.552544,0.439889,0.378986,0.33524,0.184432,0.321098,0.455014,0.061731,0.119892,0.219716,0.321818,0.109741,0.243688,0.247333,0.132545,0.113983,0.162744,0.10707,0.381008,0.248062,0.175738,0.141394,0.514109,0.375772,0.288585,0.215483,0.128506,0.238763,0.346656,0.083338,0.191239,0.081097,0,0.16179,0.02517,0.04033,0.989296,0.276723,0.993164,0.999962,0.996424,0.796797,0.857962,1,0.982566,0.94366,1
